Majority.protein.IDs	Gene.names	Razor.unique.peptides	lfq.hdlbp1.dox1	lfq.ctrl2.nodox2	lfq.hdlbp2.dox2	lfq.ctrl3.nodox3	lfq.hdlbp3.dox3	enrichment1	enrichment2	enrichment3	enriched.yes.no	mean_enrichment	mean_lfq
Q9BRG1	VPS25	6	55470000	0	63157000	0	17486000	NA	NA	NA	NA	NA	45371000
P30566;P30566-2	ADSL	8	61364000	24421000	74726000	0	0	2.51275541542115	3.0599074566971	NA	NA	NA	45363333.3333333
O95140;O95140-2	MFN2	8	78735000	35705000	57306000	0	0	2.20515333986837	1.60498529617701	NA	NA	NA	45347000
O60502;O60502-2	MGEA5	5	77145000	0	58740000	0	0	NA	NA	NA	NA	NA	45295000
Q15118	PDK1	8	84640000	41979000	51108000	0	0	2.01624621834727	1.21746587579504	NA	NA	NA	45249333.3333333
Q8IY37	DHX37	9	72551000	37120000	63181000	0	0	1.95449892241379	1.70207435344828	NA	NA	NA	45244000
P08621;P08621-2;P08621-3	SNRNP70	7	67861000	0	67088000	0	0	NA	NA	NA	NA	NA	44983000
Q9Y4W6	AFG3L2	8	65266000	0	38926000	0	30625000	NA	NA	NA	NA	NA	44939000
O43390;O43390-2	HNRNPR	9	71143000	76832000	63345000	0	0	0.925955331112037	0.824461162015827	NA	NA	NA	44829333.3333333
P58557	YBEY	1	59769000	0	56709000	0	17911000	NA	NA	NA	NA	NA	44796333.3333333
Q14596-2;Q14596	NBR1	4	71478000	0	62666000	0	0	NA	NA	NA	NA	NA	44714666.6666667
P27694	RPA1	6	64250000	52603000	69352000	0	0	1.22141322738247	1.31840389331407	NA	NA	NA	44534000
Q9H490-2;Q9H490	PIGU	4	55036000	0	41210000	0	37099000	NA	NA	NA	NA	NA	44448333.3333333
Q13045;Q13045-2	FLII	11	49070000	0	46667000	0	37587000	NA	NA	NA	NA	NA	44441333.3333333
P68133;P68032;P63267;P62736	ACTA1;ACTC1;ACTG2;ACTA2	1	0	0	0	0	133280000	NA	NA	NA	NA	NA	44426666.6666667
Q9C0B7	TANGO6	9	72277000	0	60944000	0	0	NA	NA	NA	NA	NA	44407000
P03886	MT-ND1	3	86765000	0	46198000	21018000	0	NA	NA	0	NA	NA	44321000
Q6P087-2;Q6P087	RPUSD3	4	77513000	0	55351000	0	0	NA	NA	NA	NA	NA	44288000
Q8NA23-2;Q8NA23	WDR31	1	132770000	0	0	0	0	NA	NA	NA	NA	NA	44256666.6666667
O94901-8;O94901;O94901-6;O94901-5	SUN1	7	69147000	0	63464000	0	0	NA	NA	NA	NA	NA	44203666.6666667
Q96AX1	VPS33A	5	64154000	0	68338000	0	0	NA	NA	NA	NA	NA	44164000
P39019	RPS19	5	46914000	87167000	67870000	0	16049000	0.538208266889993	0.77862034944417	NA	NA	NA	43611000
Q6P3W7	SCYL2	11	63089000	0	67532000	0	0	NA	NA	NA	NA	NA	43540333.3333333
Q7Z3J2;Q7Z3J2-2	C16orf62	10	80108000	0	50198000	0	0	NA	NA	NA	NA	NA	43435333.3333333
P11474;P11474-2	ESRRA	9	101480000	146040000	28699000	26577000	0	0.694878115584771	0.196514653519584	0	NA	0.297130923034785	43393000
Q17RY0-2;Q17RY0;Q17RY0-3	CPEB4	8	53090000	0	77050000	0	0	NA	NA	NA	NA	NA	43380000
Q99570	PIK3R4	12	60029000	0	70044000	0	0	NA	NA	NA	NA	NA	43357666.6666667
P30837	ALDH1B1	6	65272000	0	64726000	0	0	NA	NA	NA	NA	NA	43332666.6666667
Q9NRW3;Q8IUX4;Q96AK3	APOBEC3C;APOBEC3F;APOBEC3D	2	73902000	34651000	56020000	0	0	2.13275230152088	1.61669215895645	NA	NA	NA	43307333.3333333
Q9BRZ2	TRIM56	5	75654000	0	52926000	0	0	NA	NA	NA	NA	NA	42860000
O76031	CLPX	10	43293000	31679000	40928000	0	43833000	1.36661510780012	1.29195997348401	NA	NA	NA	42684666.6666667
P23919	DTYMK	5	57693000	0	70256000	0	0	NA	NA	NA	NA	NA	42649666.6666667
O75306-2;O75306	NDUFS2	6	80636000	0	47158000	0	0	NA	NA	NA	NA	NA	42598000
O94927	HAUS5	9	56452000	0	71129000	0	0	NA	NA	NA	NA	NA	42527000
Q13057;Q13057-2	COASY	8	44535000	36364000	42379000	46137000	40549000	1.22470025299747	1.16541084589154	0.878882458764116	NA	1.08966451921771	42487666.6666667
P82664	MRPS10	3	68950000	0	58487000	0	0	NA	NA	NA	NA	NA	42479000
Q9C0F1;Q9C0F1-2	CEP44	3	69141000	0	57956000	0	0	NA	NA	NA	NA	NA	42365666.6666667
Q8NBS9-2;Q8NBS9	TXNDC5	6	67505000	66106000	59488000	0	0	1.02116298066741	0.899888058572596	NA	NA	NA	42331000
O14744;O14744-2	PRMT5	4	67938000	0	58984000	0	0	NA	NA	NA	NA	NA	42307333.3333333
P30307-2;P30307;P30307-4;P30307-3	CDC25C	6	0	0	67647000	0	59195000	NA	NA	NA	NA	NA	42280666.6666667
Q7Z2K8;Q7Z2K8-2	GPRIN1	5	64890000	0	61677000	0	0	NA	NA	NA	NA	NA	42189000
O95777	LSM8	3	42882000	0	36911000	0	46148000	NA	NA	NA	NA	NA	41980333.3333333
Q9Y2A7;Q9Y2A7-2	NCKAP1	8	76085000	0	49537000	0	0	NA	NA	NA	NA	NA	41874000
Q86UY6	NAA40	4	62468000	0	63040000	0	0	NA	NA	NA	NA	NA	41836000
Q9NUQ3;Q9NUQ3-2	TXLNG	4	52143000	0	72753000	0	0	NA	NA	NA	NA	NA	41632000
Q6ZQX7-4;Q6ZQX7-2;Q6ZQX7-3;Q6ZQX7	LIAT1	3	0	0	124670000	0	0	NA	NA	NA	NA	NA	41556666.6666667
Q9BY32;Q9BY32-3;Q9BY32-2	ITPA	4	72848000	0	51786000	0	0	NA	NA	NA	NA	NA	41544666.6666667
P30048	PRDX3	4	69550000	68796000	54976000	0	0	1.01095993953137	0.799116227687656	NA	NA	NA	41508666.6666667
Q9BU23-2;Q9BU23;Q9BU23-3	LMF2	5	78557000	0	45928000	0	0	NA	NA	NA	NA	NA	41495000
P49757-4;P49757-2;P49757-3;P49757	NUMB	4	46930000	0	77236000	0	0	NA	NA	NA	NA	NA	41388666.6666667
O60343-2;O60343-3;O60343	TBC1D4	11	79829000	56792000	44238000	27994000	0	1.40563811804479	0.778947739118186	0	NA	0.728195285720994	41355666.6666667
Q14331	FRG1	3	62370000	0	61364000	0	0	NA	NA	NA	NA	NA	41244666.6666667
P24468-3;P24468-2;P24468;P10589	NR2F2;NR2F1	5	63783000	0	59724000	0	0	NA	NA	NA	NA	NA	41169000
Q9NWZ5-4;Q9NWZ5;Q9NWZ5-3;Q9NWZ5-2	UCKL1	5	41573000	0	56796000	0	25073000	NA	NA	NA	NA	NA	41147333.3333333
Q08380	LGALS3BP	4	51642000	26164000	35470000	14122000	36013000	1.97378076746675	1.35567955970035	2.5501345418496	NA	1.9598649563389	41041666.6666667
P18583-6;P18583-2;P18583-10;P18583-3;P18583-4;P18583-7;P18583;P18583-5;P18583-9;P18583-8	SON	9	50652000	53863000	41600000	0	30829000	0.940385793587435	0.772329799676958	NA	NA	NA	41027000
Q9UHJ6	SHPK	8	72526000	27408000	50396000	0	0	2.64616170461179	1.8387332165791	NA	NA	NA	40974000
Q6VY07;Q6VY07-2	PACS1	7	70862000	0	52038000	0	0	NA	NA	NA	NA	NA	40966666.6666667
P62854;Q5JNZ5	RPS26;RPS26P11	3	0	0	0	94089000	122630000	NA	NA	1.30334045425076	NA	NA	40876666.6666667
O43427-2;O43427	FIBP	4	54065000	0	50297000	0	18093000	NA	NA	NA	NA	NA	40818333.3333333
Q9Y597-2;Q9Y597;Q9Y597-3	KCTD3	6	70325000	0	52010000	0	0	NA	NA	NA	NA	NA	40778333.3333333
Q9H0U3	MAGT1	4	65537000	0	56713000	0	0	NA	NA	NA	NA	NA	40750000
Q9P003	CNIH4	1	0	0	0	0	122150000	NA	NA	NA	NA	NA	40716666.6666667
Q9NZN5-2;Q9NZN5	ARHGEF12	6	66995000	0	54728000	0	0	NA	NA	NA	NA	NA	40574333.3333333
Q5T6V5	C9orf64	6	52247000	34982000	69370000	0	0	1.4935395346178	1.98301983877423	NA	NA	NA	40539000
P49257	LMAN1	2	70889000	0	50445000	0	0	NA	NA	NA	NA	NA	40444666.6666667
Q9H269-2;Q9H269	VPS16	7	74394000	0	46598000	0	0	NA	NA	NA	NA	NA	40330666.6666667
O43318-2;O43318;O43318-4;O43318-3	MAP3K7	4	43575000	0	49943000	0	27273000	NA	NA	NA	NA	NA	40263666.6666667
Q96CS3	FAF2	3	64846000	0	55897000	0	0	NA	NA	NA	NA	NA	40247666.6666667
Q9H098;Q9H098-2	FAM107B	3	47173000	0	73459000	0	0	NA	NA	NA	NA	NA	40210666.6666667
P49458;P49458-2	SRP9	3	0	0	0	0	120630000	NA	NA	NA	NA	NA	40210000
Q709C8-4;Q709C8-2;Q709C8-3;Q709C8	VPS13C	12	84658000	0	35673000	0	0	NA	NA	NA	NA	NA	40110333.3333333
Q5JTV8	TOR1AIP1	6	41660000	0	45991000	0	32499000	NA	NA	NA	NA	NA	40050000
P24752	ACAT1	4	56480000	39400000	63147000	0	0	1.43350253807107	1.60271573604061	NA	NA	NA	39875666.6666667
Q7RTS9;Q7RTS9-2	DYM	5	66508000	0	52906000	0	0	NA	NA	NA	NA	NA	39804666.6666667
O75410-3;O75410-7;O75410;O75410-2;O75410-5;O75410-4;O75410-6;O75410-8	TACC1	5	61387000	0	57903000	0	0	NA	NA	NA	NA	NA	39763333.3333333
Q9BVS4;Q9BVS4-2	RIOK2	5	71532000	0	47727000	0	0	NA	NA	NA	NA	NA	39753000
Q9H8H2;Q9H8H2-2;Q9H8H2-4	DDX31	7	60367000	0	58151000	0	0	NA	NA	NA	NA	NA	39506000
O95394	PGM3	6	45754000	38184000	72736000	0	0	1.19825057615755	1.90488162581186	NA	NA	NA	39496666.6666667
Q5VV42;Q5VV42-2	CDKAL1	9	63773000	0	54196000	0	0	NA	NA	NA	NA	NA	39323000
Q7Z460-2;Q7Z460-3;Q7Z460	CLASP1	9	64577000	0	52793000	0	0	NA	NA	NA	NA	NA	39123333.3333333
O15056-2;O15056;O15056-3	SYNJ2	5	58409000	0	58488000	0	0	NA	NA	NA	NA	NA	38965666.6666667
Q96TA2-3;Q96TA2-2;Q96TA2	YME1L1	7	47483000	0	34853000	0	34420000	NA	NA	NA	NA	NA	38918666.6666667
Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-2;Q8IZP0-4;Q8IZP0-3;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0-12;Q8IZP0;Q8IZP0-11	ABI1	5	63923000	0	52558000	0	0	NA	NA	NA	NA	NA	38827000
Q9NRZ9-6;Q9NRZ9-5;Q9NRZ9-3;Q9NRZ9-2;Q9NRZ9;Q9NRZ9-4	HELLS	6	54814000	57068000	61568000	0	0	0.960503259269643	1.07885329782014	NA	NA	NA	38794000
Q8WTW3	COG1	8	50090000	0	66039000	0	0	NA	NA	NA	NA	NA	38709666.6666667
Q93100-4;Q93100-2;Q93100-3;Q93100	PHKB	8	72886000	0	43162000	0	0	NA	NA	NA	NA	NA	38682666.6666667
Q9H1I8;Q9H1I8-3	ASCC2	7	64184000	0	51048000	0	0	NA	NA	NA	NA	NA	38410666.6666667
P49761-1;P49761;P49761-3	CLK3	5	65244000	36231000	49853000	0	0	1.80077833899147	1.37597637382352	NA	NA	NA	38365666.6666667
Q96IX5	USMG5	2	61668000	0	53318000	0	0	NA	NA	NA	NA	NA	38328666.6666667
Q01780;Q01780-2	EXOSC10	8	60413000	0	54564000	0	0	NA	NA	NA	NA	NA	38325666.6666667
P63220	RPS21	5	43243000	20596000	71689000	0	0	2.09958244319285	3.48072441250728	NA	NA	NA	38310666.6666667
O60725	ICMT	2	74020000	0	0	0	40277000	NA	NA	NA	NA	NA	38099000
Q9BPX6;Q9BPX6-3;Q9BPX6-5;Q9BPX6-4;Q9BPX6-2	MICU1	7	78844000	0	35417000	0	0	NA	NA	NA	NA	NA	38087000
P17980	PSMC3	5	59595000	0	54597000	0	0	NA	NA	NA	NA	NA	38064000
Q9BW92	TARS2	8	63826000	0	50350000	0	0	NA	NA	NA	NA	NA	38058666.6666667
Q92759	GTF2H4	5	58662000	0	55364000	0	0	NA	NA	NA	NA	NA	38008666.6666667
O60763;O60763-2	USO1	7	52215000	0	61542000	0	0	NA	NA	NA	NA	NA	37919000
Q03701	CEBPZ	8	62433000	0	51321000	0	0	NA	NA	NA	NA	NA	37918000
Q96K37	SLC35E1	6	66393000	0	47207000	0	0	NA	NA	NA	NA	NA	37866666.6666667
O94887-2;O94887	FARP2	6	59753000	0	53820000	0	0	NA	NA	NA	NA	NA	37857666.6666667
Q5BJH7-3;Q5BJH7;Q5BJH7-2;Q5BJH7-4;Q5BJH7-5	YIF1B	2	59628000	0	53497000	0	0	NA	NA	NA	NA	NA	37708333.3333333
Q15021	NCAPD2	8	52845000	0	60256000	0	0	NA	NA	NA	NA	NA	37700333.3333333
Q01081;Q01081-2;Q01081-3;Q8WU68-3;Q8WU68-2;Q8WU68	U2AF1;U2AF1L4	4	0	97035000	93446000	0	19435000	0	0.963013345700005	NA	NA	NA	37627000
Q9GZZ1-2;Q9GZZ1	NAA50	5	0	0	0	0	112600000	NA	NA	NA	NA	NA	37533333.3333333
Q9NR50-3;Q9NR50-2;Q9NR50	EIF2B3	7	67074000	23579000	45371000	0	0	2.84464990033504	1.92421222274057	NA	NA	NA	37481666.6666667
Q12955;Q12955-5;Q12955-4	ANK3	8	61068000	0	51366000	0	0	NA	NA	NA	NA	NA	37478000
Q5HYK7-3;Q5HYK7-2;Q5HYK7;Q5HYK7-5;Q5HYK7-4	SH3D19	4	55866000	0	56568000	0	0	NA	NA	NA	NA	NA	37478000
Q9NQX3;Q9NQX3-2	GPHN	9	51933000	0	60500000	0	0	NA	NA	NA	NA	NA	37477666.6666667
O95239-2;O95239	KIF4A	7	62074000	0	50311000	0	0	NA	NA	NA	NA	NA	37461666.6666667
Q9Y6E0-2;Q9Y6E0	STK24	5	57539000	0	30026000	0	24797000	NA	NA	NA	NA	NA	37454000
O14818-2;O14818;Q8TAA3-2;Q8TAA3-5;Q8TAA3	PSMA7;PSMA8	5	58762000	31281000	53095000	0	0	1.8785205076564	1.69735622262715	NA	NA	NA	37285666.6666667
O75964	ATP5L	6	0	0	70699000	0	40858000	NA	NA	NA	NA	NA	37185666.6666667
P57772	EEFSEC	7	63090000	0	48329000	0	0	NA	NA	NA	NA	NA	37139666.6666667
Q05519-2;Q05519	SRSF11	5	0	145210000	75244000	0	36049000	0	0.518173679498657	NA	NA	NA	37097666.6666667
Q9H2C2	ARV1	2	62133000	0	48690000	0	0	NA	NA	NA	NA	NA	36941000
Q16543	CDC37	6	0	0	110550000	0	0	NA	NA	NA	NA	NA	36850000
A6NHL2-2;A6NHL2	TUBAL3	1	0	0	0	0	110490000	NA	NA	NA	NA	NA	36830000
Q9H0A8	COMMD4	3	63337000	0	46865000	0	0	NA	NA	NA	NA	NA	36734000
P28331-3;P28331-4;P28331-5;P28331;P28331-2	NDUFS1	6	51985000	0	58097000	0	0	NA	NA	NA	NA	NA	36694000
Q99439;Q99439-2	CNN2	4	0	0	0	0	109830000	NA	NA	NA	NA	NA	36610000
Q9BT78;Q9BT78-2	COPS4	6	64324000	0	44817000	0	0	NA	NA	NA	NA	NA	36380333.3333333
P45954	ACADSB	7	0	40843000	0	36971000	109120000	0	0	2.95150252900922	NA	0.983834176336408	36373333.3333333
Q96F07-2;Q96F07	CYFIP2	5	60992000	19854000	47947000	0	0	3.07202578825426	2.41497934924952	NA	NA	NA	36313000
Q92888;Q92888-3;Q92888-2	ARHGEF1	7	66511000	19638000	42363000	0	0	3.38685202159079	2.15719523373052	NA	NA	NA	36291333.3333333
A1L020	MEX3A	4	59542000	0	49318000	0	0	NA	NA	NA	NA	NA	36286666.6666667
Q13480;Q13480-2	GAB1	4	53787000	0	54994000	0	0	NA	NA	NA	NA	NA	36260333.3333333
Q13309;Q13309-2	SKP2	5	44117000	0	46056000	0	18590000	NA	NA	NA	NA	NA	36254333.3333333
Q13616	CUL1	11	61533000	44397000	47113000	0	0	1.38597202513683	1.0611753046377	NA	NA	NA	36215333.3333333
P53992	SEC24C	7	64588000	0	43862000	0	0	NA	NA	NA	NA	NA	36150000
Q8TEV9;Q8TEV9-2	SMCR8	8	56200000	0	51950000	0	0	NA	NA	NA	NA	NA	36050000
Q15345;Q15345-3	LRRC41	7	54891000	0	51868000	0	0	NA	NA	NA	NA	NA	35586333.3333333
P62314	SNRPD1	4	106750000	28584000	0	0	0	3.73460677301987	0	NA	NA	NA	35583333.3333333
O75884;O75884-2	RBBP9	2	61013000	0	45489000	0	0	NA	NA	NA	NA	NA	35500666.6666667
Q9NXR7-4;Q9NXR7-3;Q9NXR7;Q9NXR7-1	BRE	3	53895000	0	52371000	0	0	NA	NA	NA	NA	NA	35422000
P78318	IGBP1	7	44935000	0	60552000	0	0	NA	NA	NA	NA	NA	35162333.3333333
Q93009	USP7	10	49699000	35200000	55757000	0	0	1.41190340909091	1.58400568181818	NA	NA	NA	35152000
O43303-2;O43303	CCP110	6	62439000	0	42845000	0	0	NA	NA	NA	NA	NA	35094666.6666667
Q6NXS1;P41236	PPP1R2P3;PPP1R2	3	34248000	0	49192000	0	21786000	NA	NA	NA	NA	NA	35075333.3333333
Q15165-3;Q15165-1;Q15165	PON2	5	64497000	0	40538000	0	0	NA	NA	NA	NA	NA	35011666.6666667
Q9P2P6	STARD9	2	104970000	98293000	0	0	0	1.06792955754733	0	NA	NA	NA	34990000
Q5T2D3	OTUD3	4	51719000	0	53203000	0	0	NA	NA	NA	NA	NA	34974000
Q2TAZ0;Q2TAZ0-3	ATG2A	6	51188000	0	53691000	0	0	NA	NA	NA	NA	NA	34959666.6666667
Q9P2S5	WRAP73	7	43602000	0	61256000	0	0	NA	NA	NA	NA	NA	34952666.6666667
Q96Q15-2;Q96Q15;Q96Q15-3;Q96Q15-4	SMG1	8	62267000	0	42534000	0	0	NA	NA	NA	NA	NA	34933666.6666667
O00268	TAF4	9	46240000	78693000	0	60549000	58433000	0.587599913588248	0	0.965053097491288	NA	0.517551003693179	34891000
Q9NQ88	TIGAR	4	71285000	60189000	0	17689000	33014000	1.18435262257223	0	1.86635762338176	NA	1.016903415318	34766333.3333333
P19784	CSNK2A2	8	56554000	0	47531000	29111000	0	NA	NA	0	NA	NA	34695000
Q6P1A2	LPCAT3	3	59741000	0	44264000	0	0	NA	NA	NA	NA	NA	34668333.3333333
P12081-2;P12081	HARS	4	52938000	0	51017000	0	0	NA	NA	NA	NA	NA	34651666.6666667
Q9HAU5;Q9HAU5-2	UPF2	6	51631000	0	51895000	0	0	NA	NA	NA	NA	NA	34508666.6666667
Q9P2B7;Q9P2B7-2	CFAP97	5	44136000	0	58894000	0	0	NA	NA	NA	NA	NA	34343333.3333333
Q9BQI0-3;Q9BQI0;Q9BQI0-2	AIF1L	4	42541000	0	60449000	0	0	NA	NA	NA	NA	NA	34330000
Q8WVV9-4;Q8WVV9	HNRNPLL	5	54986000	0	47993000	0	0	NA	NA	NA	NA	NA	34326333.3333333
O60427	FADS1	4	54449000	34886000	48523000	0	0	1.56076936306828	1.3909017944161	NA	NA	NA	34324000
P24278	ZBTB25	1	0	0	102740000	0	0	NA	NA	NA	NA	NA	34246666.6666667
Q13557-8;Q13557-12;Q13557-9;Q13557-10;Q13557-5;Q13557;Q13557-3;Q13557-6;Q13557-4;Q13557-11	CAMK2D	5	61622000	31491000	40536000	0	0	1.95681305769903	1.28722492140612	NA	NA	NA	34052666.6666667
Q9UPN3;Q9UPN3-4;Q9UPN3-3;Q9UPN3-2	MACF1	10	63218000	0	38666000	0	0	NA	NA	NA	NA	NA	33961333.3333333
P62851	RPS25	3	0	0	0	38755000	101880000	NA	NA	2.62882208747258	NA	NA	33960000
Q13185	CBX3	4	53027000	30062000	48752000	0	0	1.76392122945912	1.62171512208103	NA	NA	NA	33926333.3333333
O94776	MTA2	6	46672000	0	54804000	0	0	NA	NA	NA	NA	NA	33825333.3333333
Q8IX01-4;Q8IX01-3;Q8IX01	SUGP2	10	48989000	0	52177000	0	0	NA	NA	NA	NA	NA	33722000
Q7Z4Q2;Q7Z4Q2-2	HEATR3	6	51025000	0	35405000	0	14565000	NA	NA	NA	NA	NA	33665000
Q07666-2;Q07666;Q07666-3	KHDRBS1	4	52448000	77341000	48467000	0	0	0.678139667188167	0.626666321873263	NA	NA	NA	33638333.3333333
O95674	CDS2	4	58023000	0	42797000	0	0	NA	NA	NA	NA	NA	33606666.6666667
Q15056-2;Q15056	EIF4H	5	0	0	0	0	100750000	NA	NA	NA	NA	NA	33583333.3333333
Q99816-2;Q99816	TSG101	2	51928000	0	48494000	0	0	NA	NA	NA	NA	NA	33474000
Q6ZW31-2;Q6ZW31	SYDE1	3	43361000	0	56968000	0	0	NA	NA	NA	NA	NA	33443000
O95759	TBC1D8	6	63587000	0	36646000	0	0	NA	NA	NA	NA	NA	33411000
P52209	PGD	10	0	0	99787000	0	0	NA	NA	NA	NA	NA	33262333.3333333
Q71UI9;P0C0S5;Q71UI9-4;Q71UI9-2;Q71UI9-3	H2AFV;H2AFZ	3	0	0	0	186470000	99098000	NA	NA	0.531442055022256	NA	NA	33032666.6666667
P78347-2;P78347-4;P78347-3;P78347	GTF2I	8	48063000	0	50959000	0	0	NA	NA	NA	NA	NA	33007333.3333333
P62333	PSMC6	6	52355000	33655000	46221000	0	0	1.55563809240826	1.37337691279156	NA	NA	NA	32858666.6666667
Q9UFF9	CNOT8	4	98446000	0	0	0	0	NA	NA	NA	NA	NA	32815333.3333333
Q8TBA6-2;Q8TBA6	GOLGA5	5	45385000	0	52711000	0	0	NA	NA	NA	NA	NA	32698666.6666667
P17152	TMEM11	2	53202000	0	44402000	0	0	NA	NA	NA	NA	NA	32534666.6666667
Q93034	CUL5	13	43348000	35837000	53835000	0	0	1.20958785612635	1.50221837765438	NA	NA	NA	32394333.3333333
Q9P270	SLAIN2	5	34800000	0	62232000	0	0	NA	NA	NA	NA	NA	32344000
Q68CZ1-2;Q68CZ1	RPGRIP1L	6	47737000	0	49073000	0	0	NA	NA	NA	NA	NA	32270000
Q9NSP4-4;Q9NSP4-2;Q9NSP4	CENPM	5	96801000	37345000	0	0	0	2.59207390547597	0	NA	NA	NA	32267000
Q8N684-2;Q8N684;Q8N684-3	CPSF7	5	35567000	0	37356000	8750800	23627000	NA	NA	2.6999817159574	NA	NA	32183333.3333333
Q96T21;Q96T21-2	SECISBP2	8	46814000	0	49455000	0	0	NA	NA	NA	NA	NA	32089666.6666667
Q12986;Q12986-2;Q12986-3	NFX1	8	49572000	0	46251000	0	0	NA	NA	NA	NA	NA	31941000
Q12769	NUP160	10	44419000	21582000	33151000	0	18203000	2.05815031044389	1.53604855898434	NA	NA	NA	31924333.3333333
Q969S3	ZNF622	6	28876000	0	46495000	0	20365000	NA	NA	NA	NA	NA	31912000
Q15181	PPA1	6	50046000	0	45561000	41949000	0	NA	NA	0	NA	NA	31869000
Q8TEX9;Q8TEX9-2	IPO4	9	50057000	34775000	45340000	0	0	1.43945363048167	1.30381020848311	NA	NA	NA	31799000
Q01804;Q01804-3	OTUD4	4	51726000	0	43605000	0	0	NA	NA	NA	NA	NA	31777000
Q8NI36	WDR36	6	35706000	0	59579000	0	0	NA	NA	NA	NA	NA	31761666.6666667
Q96PV6;Q96PV6-2	LENG8	6	52344000	0	0	0	42896000	NA	NA	NA	NA	NA	31746666.6666667
Q9UHR5-2;Q9UHR5	SAP30BP	2	0	0	95214000	0	0	NA	NA	NA	NA	NA	31738000
Q9UH65	SWAP70	8	0	0	95097000	0	0	NA	NA	NA	NA	NA	31699000
Q92973-2;Q92973;Q92973-3	TNPO1	6	43280000	0	51358000	0	0	NA	NA	NA	NA	NA	31546000
Q13620-3;Q13620-1;Q13620	CUL4B	8	51681000	0	42938000	0	0	NA	NA	NA	NA	NA	31539666.6666667
Q9ULX6-2;Q9ULX6	AKAP8L	4	61480000	29567000	32465000	0	0	2.07934521595021	1.09801467852674	NA	NA	NA	31315000
Q9GZS3	WDR61	5	53206000	0	40723000	0	0	NA	NA	NA	NA	NA	31309666.6666667
Q12789-3;Q12789	GTF3C1	10	53046000	0	40825000	0	0	NA	NA	NA	NA	NA	31290333.3333333
Q14186	TFDP1	3	36297000	0	34661000	0	22813000	NA	NA	NA	NA	NA	31257000
Q6P4A7;Q6P4A7-2	SFXN4	5	93466000	43992000	0	0	0	2.12461356610293	0	NA	NA	NA	31155333.3333333
Q13363-2;Q13363	CTBP1	4	41843000	0	51335000	0	0	NA	NA	NA	NA	NA	31059333.3333333
Q9UBB6-2;Q9UBB6;Q9UBB6-3	NCDN	6	43140000	0	49985000	0	0	NA	NA	NA	NA	NA	31041666.6666667
Q96BD8;Q96BD8-2	SKA1	5	44500000	0	48403000	0	0	NA	NA	NA	NA	NA	30967666.6666667
Q96EL2	MRPS24	2	43270000	0	49581000	0	0	NA	NA	NA	NA	NA	30950333.3333333
Q9Y6A4	CFAP20	3	0	58284000	92730000	0	0	0	1.59100267654931	NA	NA	NA	30910000
P30536	TSPO	2	92632000	0	0	0	0	NA	NA	NA	NA	NA	30877333.3333333
P20290-2;P20290	BTF3	5	41342000	0	50811000	0	0	NA	NA	NA	NA	NA	30717666.6666667
Q96Q11-2;Q96Q11	TRNT1	5	48848000	0	42985000	0	0	NA	NA	NA	NA	NA	30611000
Q9BRP1	PDCD2L	5	0	0	0	0	91804000	NA	NA	NA	NA	NA	30601333.3333333
O14972	DSCR3	2	48029000	0	43730000	0	0	NA	NA	NA	NA	NA	30586333.3333333
Q96KP4;Q96KP4-2	CNDP2	3	46251000	0	45454000	0	0	NA	NA	NA	NA	NA	30568333.3333333
Q9Y6X9-2;Q9Y6X9	MORC2	7	49325000	0	42260000	0	0	NA	NA	NA	NA	NA	30528333.3333333
Q86XL3;Q86XL3-2	ANKLE2	12	49020000	0	42536000	0	0	NA	NA	NA	NA	NA	30518666.6666667
Q6UWP7-3;Q6UWP7;Q6UWP7-2	LCLAT1	3	51154000	0	40306000	0	0	NA	NA	NA	NA	NA	30486666.6666667
Q9H814	PHAX	4	39279000	0	51992000	0	0	NA	NA	NA	NA	NA	30423666.6666667
Q9ULT8	HECTD1	12	33915000	0	57270000	0	0	NA	NA	NA	NA	NA	30395000
P67809;Q9Y2T7	YBX1;YBX2	6	0	0	91167000	0	0	NA	NA	NA	NA	NA	30389000
O95861;O95861-2	BPNT1	4	0	0	52402000	0	38678000	NA	NA	NA	NA	NA	30360000
O60921	HUS1	3	25436000	0	42430000	0	23161000	NA	NA	NA	NA	NA	30342333.3333333
O14730;O14730-2	RIOK3	3	45946000	0	44919000	0	0	NA	NA	NA	NA	NA	30288333.3333333
Q96T17-2;Q96T17-4;Q96T17;Q96T17-5	MAP7D2	7	43619000	0	47065000	0	0	NA	NA	NA	NA	NA	30228000
Q14847;Q14847-2	LASP1	6	38218000	0	52418000	0	0	NA	NA	NA	NA	NA	30212000
O14524-2;O14524	TMEM194A	3	54285000	0	36115000	0	0	NA	NA	NA	NA	NA	30133333.3333333
Q8ND04;Q8ND04-2;Q8ND04-3	SMG8	4	44840000	0	45485000	0	0	NA	NA	NA	NA	NA	30108333.3333333
Q9Y2R4	DDX52	6	48209000	47287000	41949000	0	0	1.01949795926999	0.887114851862034	NA	NA	NA	30052666.6666667
Q59GN2;P62891	RPL39P5;RPL39	1	0	0	0	0	90095000	NA	NA	NA	NA	NA	30031666.6666667
P41743	PRKCI	3	47400000	0	29827000	0	12519000	NA	NA	NA	NA	NA	29915333.3333333
