chr1	start1	stop1	cluster_id1	tc_rep1	strand	uniq_reads1	ccr1	chr2	start2	stop2	cluster_id2	tc_rep2	uniq_reads2	ccr2	overlap_nt	gene	region
chr20	57611749	57611807	CID_1845637	20	-	27	57611774	chr20	57611749	57611780	CID_1309324	11	13	57611776	31	SLMO2	CDS
chr20	59829934	59829993	CID_1847893	36	+	45	59829964	chr20	59829940	59829983	CID_1311005	29	35	59829954	43	CDH4	CDS
chr20	60469985	60470074	CID_1848857	18	+	24	60470024	chr20	60469975	60470058	CID_1311705	11	18	60470024	73	CDH4	CDS
chr20	60498602	60498687	CID_1848900	29	+	37	60498653	chr20	60498590	60498678	CID_1311744	13	24	60498652	76	CDH4	CDS
chr20	60499466	60499534	CID_1848907	13	+	21	60499485	chr20	60499468	60499528	CID_1311747	1	9	60499479	60	CDH4	CDS
chr20	60701360	60701398	CID_1849281	19	+	24	60701370	chr20	60701347	60701395	CID_1312018	9	12	60701361	35	LSM14B	CDS
chr20	60881254	60881325	CID_1849686	3	+	7	60881272	chr20	60881262	60881325	CID_1312291	10	10	60881282	63	ADRM1	CDS
chr20	60887711	60887797	CID_1849739	2	-	9	60887746	chr20	60887734	60887801	CID_1312338	3	7	60887749	63	LAMA5	CDS
chr20	60895875	60895942	CID_1849796	8	-	11	60895878	chr20	60895875	60895933	CID_1312385	4	6	60895879	58	LAMA5	CDS
chr20	60898615	60898669	CID_1849807	4	-	7	60898639	chr20	60898604	60898674	CID_1312399	6	9	60898640	54	LAMA5	CDS
chr20	60901972	60902023	CID_1849831	5	-	5	60901992	chr20	60901972	60902019	CID_1312418	3	6	60901987	47	LAMA5	CDS
chr20	60902989	60903060	CID_1849837	9	-	16	60903016	chr20	60902995	60903069	CID_1312425	6	8	60903016	65	LAMA5	CDS
chr20	60904017	60904084	CID_1849845	7	-	24	60904070	chr20	60904023	60904084	CID_1312430	20	33	60904064	61	LAMA5	CDS
chr20	60904194	60904293	CID_1849848	5	-	9	60904218	chr20	60904199	60904302	CID_1312432	7	12	60904226	94	LAMA5	CDS
chr20	60905545	60905635	CID_1849856	2	-	5	60905566	chr20	60905545	60905591	CID_1312436	2	9	60905566	46	LAMA5	CDS
chr20	60907444	60907536	CID_1849867	5	-	12	60907474	chr20	60907451	60907536	CID_1312447	7	8	60907479	85	LAMA5	CDS
chr20	60912651	60912685	CID_1849902	12	-	17	60912659	chr20	60912651	60912682	CID_1312474	14	17	60912659	31	LAMA5	CDS
chr20	60913077	60913142	CID_1849909	12	-	15	60913087	chr20	60913077	60913132	CID_1312479	8	9	60913087	55	LAMA5	CDS
chr20	60913289	60913329	CID_1849911	11	-	19	60913302	chr20	60913289	60913364	CID_1312481	20	27	60913302	40	LAMA5	CDS
chr20	60921978	60922024	CID_1849928	5	-	8	60921999	chr20	60921978	60922065	CID_1312498	4	6	60921999	46	LAMA5	CDS
chr20	60962374	60962444	CID_1850027	16	+	22	60962427	chr20	60962380	60962444	CID_1312576	12	17	60962431	64	RPS21	start
chr20	60963369	60963443	CID_1850040	45	+	51	60963379	chr20	60963375	60963462	CID_1312587	24	32	60963378	68	RPS21	stop
chr20	60963455	60963568	CID_1850041	22	+	31	60963550	chr20	60963474	60963568	CID_1312590	21	26	60963552	94	RPS21	stop
chr20	61288098	61288170	CID_1850533	11	+	13	61288168	chr20	61288118	61288170	CID_1312933	6	8	61288168	52	SLCO4A1	CDS
chr20	61290028	61290119	CID_1850544	17	+	27	61290036	chr20	61290032	61290119	CID_1312942	5	13	61290031	87	SLCO4A1	CDS
chr20	61299097	61299265	CID_1850571	24	+	39	61299209	chr20	61299097	61299265	CID_1312964	18	32	61299209	168	SLCO4A1	CDS
chr20	61303086	61303207	CID_1850593	8	+	11	61303126	chr20	61303102	61303180	CID_1312978	3	9	61303134	78	SLCO4A1	CDS
chr20	61835023	61835151	CID_1851742	22	-	32	61835094	chr20	61835068	61835134	CID_1313780	5	8	61835094	66	YTHDF1	start
chr20	62120422	62120504	CID_1852441	16	-	19	62120462	chr20	62120407	62120504	CID_1314261	10	12	62120455	82	EEF1A2	CDS
chr20	62126371	62126446	CID_1852459	6	-	8	62126388	chr20	62126383	62126451	CID_1314277	5	7	62126388	63	EEF1A2	CDS
chr20	62152661	62152692	CID_1852524	5	+	5	62152662	chr20	62152661	62152688	CID_1314322	8	8	62152662	27	PPDPF	start
chr20	62153022	62153168	CID_1852532	15	+	23	62153156	chr20	62153022	62153163	CID_1314325	18	24	62153156	141	PPDPF	CDS
chr20	62521670	62521711	CID_1853319	323	+	366	62521701	chr20	62521656	62521711	CID_1314931	190	226	62521701	41	TPD52L2	UTR3
chr20	62577230	62577297	CID_1853469	31	-	36	62577279	chr20	62577230	62577303	CID_1315041	16	22	62577284	67	UCKL1	CDS
chr20	62614447	62614487	CID_1853607	4	+	6	62614471	chr20	62614447	62614482	CID_1315130	2	5	62614465	35	PRPF6	CDS
chr20	62729693	62729723	CID_1853900	4	+	7	62729709	chr20	62729686	62729723	CID_1315329	3	8	62729709	30	OPRL1	CDS
chr21	15745929	15745978	CID_1857192	17	-	17	15745959	chr21	15745939	15745978	CID_1317800	6	9	15745961	39	HSPA13	stop
chr21	15746087	15746159	CID_1857195	21	-	31	15746123	chr21	15746105	15746159	CID_1317801	6	12	15746121	54	HSPA13	CDS
chr21	18931299	18931441	CID_1859131	28	+	29	18931338	chr21	18931299	18931374	CID_1319139	7	8	18931339	75	CXADR	CDS
chr21	18933696	18933737	CID_1859136	7	+	8	18933709	chr21	18933696	18933740	CID_1319145	6	8	18933719	41	CXADR	CDS
chr21	26965170	26965200	CID_1863690	10	-	13	26965187	chr21	26965161	26965200	CID_1322221	6	8	26965187	30	MRPL39	CDS
chr21	26972144	26972178	CID_1863697	7	-	11	26972157	chr21	26972155	26972178	CID_1322231	5	5	26972155	23	MRPL39	CDS
chr21	26978772	26978797	CID_1863705	9	-	10	26978785	chr21	26978772	26978800	CID_1322239	5	9	26978784	25	MRPL39	CDS
chr21	27074482	27074513	CID_1863800	11	+	14	27074489	chr21	27074482	27074512	CID_1322325	5	5	27074489	30	JAM2	CDS
chr21	27097537	27097564	CID_1863826	44	-	52	27097556	chr21	27097532	27097569	CID_1322346	38	47	27097556	27	ATP5J	CDS
chr21	27102030	27102106	CID_1863832	23	-	30	27102066	chr21	27102030	27102106	CID_1322355	8	16	27102067	76	ATP5J	start
chr21	27253301	27253439	CID_1864017	17	-	22	27253315	chr21	27253309	27253385	CID_1322449	11	14	27253323	76	APP	UTR3
chr21	27253733	27254078	CID_1864024	267	-	355	27253771	chr21	27253707	27253906	CID_1322453	119	157	27253772	173	APP	stop
chr21	27264030	27264177	CID_1864031	234	-	308	27264130	chr21	27264030	27264177	CID_1322461	210	258	27264135	147	APP	CDS
chr21	27269885	27269986	CID_1864034	599	-	627	27269976	chr21	27269885	27269985	CID_1322464	385	418	27269976	100	APP	CDS
chr21	27284056	27284256	CID_1864044	233	-	339	27284090	chr21	27284056	27284256	CID_1322471	167	249	27284089	200	APP	CDS
chr21	27326904	27327003	CID_1864078	287	-	450	27326950	chr21	27326904	27327002	CID_1322490	200	307	27326950	98	APP	CDS
chr21	27327940	27328026	CID_1864079	234	-	336	27327993	chr21	27327936	27328072	CID_1322492	263	375	27327993	86	APP	CDS
chr21	27347383	27347541	CID_1864095	322	-	520	27347428	chr21	27347384	27347541	CID_1322503	232	396	27347428	157	APP	CDS
chr21	27348267	27348341	CID_1864097	12	-	18	27348328	chr21	27348267	27348343	CID_1322505	6	11	27348328	74	APP	CDS
chr21	27354657	27354790	CID_1864099	93	-	133	27354746	chr21	27354705	27354790	CID_1322509	49	87	27354748	85	APP	CDS
chr21	27369680	27369729	CID_1864114	23	-	44	27369708	chr21	27369681	27369729	CID_1322518	26	42	27369708	48	APP	CDS
chr21	27425554	27425664	CID_1864176	207	-	313	27425571	chr21	27425554	27425669	CID_1322551	161	267	27425571	110	APP	CDS
chr21	27462250	27462387	CID_1864209	201	-	260	27462338	chr21	27462256	27462390	CID_1322570	150	206	27462338	131	APP	CDS
chr21	27484298	27484465	CID_1864228	117	-	151	27484366	chr21	27484298	27484465	CID_1322583	103	126	27484366	167	APP	start
chr21	28210538	28210591	CID_1864728	62	-	85	28210570	chr21	28210537	28210591	CID_1322911	19	52	28210563	53	ADAMTS1	CDS
chr21	28210764	28210830	CID_1864729	14	-	21	28210781	chr21	28210771	28210827	CID_1322912	3	8	28210781	56	ADAMTS1	CDS
chr21	28212203	28212382	CID_1864734	28	-	60	28212343	chr21	28212194	28212377	CID_1322918	14	30	28212343	174	ADAMTS1	CDS
chr21	28213314	28213454	CID_1864738	44	-	81	28213396	chr21	28213317	28213483	CID_1322923	22	63	28213396	137	ADAMTS1	CDS
chr21	28214236	28214308	CID_1864741	41	-	62	28214251	chr21	28214236	28214303	CID_1322926	8	12	28214246	67	ADAMTS1	CDS
chr21	30380574	30380625	CID_1866136	16	-	20	30380602	chr21	30380578	30380621	CID_1323913	5	5	30380602	43	RWDD2B	CDS
chr21	30428652	30428742	CID_1866199	101	-	121	30428721	chr21	30428658	30428742	CID_1323956	76	91	30428721	84	CCT8	UTR3
chr21	30434815	30434876	CID_1866212	16	-	23	30434858	chr21	30434845	30434879	CID_1323970	11	11	30434863	31	CCT8	CDS
chr21	30437365	30437426	CID_1866219	8	-	13	30437410	chr21	30437379	30437424	CID_1323973	3	5	30437400	45	CCT8	CDS
chr21	30439053	30439098	CID_1866222	28	-	42	30439080	chr21	30439016	30439098	CID_1323974	16	27	30439087	45	CCT8	CDS
chr21	30441795	30441822	CID_1866230	6	-	6	30441806	chr21	30441786	30441822	CID_1323982	13	13	30441804	27	CCT8	CDS
chr21	30445864	30445952	CID_1866237	16	-	19	30445870	chr21	30445864	30445944	CID_1323988	6	10	30445879	80	CCT8	start
chr21	33036135	33036196	CID_1868140	8	+	11	33036145	chr21	33036135	33036178	CID_1325304	7	9	33036145	43	SOD1	CDS
chr21	33038763	33038827	CID_1868143	51	+	70	33038789	chr21	33038766	33038824	CID_1325307	29	42	33038796	58	SOD1	CDS
chr21	33039636	33039685	CID_1868145	11	+	13	33039672	chr21	33039603	33039685	CID_1325310	17	24	33039671	49	SOD1	CDS
chr21	33040786	33040826	CID_1868146	9	+	10	33040805	chr21	33040782	33040826	CID_1325312	11	13	33040804	40	SOD1	CDS
chr21	33057715	33057790	CID_1868180	123	-	159	33057724	chr21	33057716	33057796	CID_1325336	49	69	33057724	74	SCAF4	CDS
chr21	33074097	33074234	CID_1868212	24	-	34	33074171	chr21	33074144	33074213	CID_1325366	3	7	33074171	69	SCAF4	CDS
chr21	33974094	33974142	CID_1869105	1	-	6	33974123	chr21	33974083	33974142	CID_1326041	9	10	33974113	48	C21orf59	UTR3
chr21	34617296	34617362	CID_1869724	11	+	14	34617349	chr21	34617322	34617365	CID_1326507	5	6	34617342	40	IFNAR2	UTR5
chr21	34648925	34649001	CID_1869780	12	+	18	34648933	chr21	34648901	34649010	CID_1326543	6	11	34648938	76	IL10RB	CDS
chr21	34660425	34660497	CID_1869796	14	+	21	34660456	chr21	34660426	34660484	CID_1326562	7	15	34660455	58	IL10RB	CDS
chr21	34668489	34668539	CID_1869802	34	+	52	34668499	chr21	34668487	34668539	CID_1326570	13	33	34668499	50	IL10RB	CDS
chr21	34713457	34713480	CID_1869864	12	+	13	34713471	chr21	34713457	34713480	CID_1326608	5	7	34713471	23	IFNAR1	CDS
chr21	34715867	34715913	CID_1869869	14	+	18	34715874	chr21	34715867	34715938	CID_1326611	9	11	34715878	46	IFNAR1	CDS
chr21	34721695	34721807	CID_1869882	49	+	58	34721741	chr21	34721737	34721807	CID_1326622	14	20	34721741	70	IFNAR1	CDS
chr21	34727646	34727679	CID_1869891	7	+	11	34727649	chr21	34727646	34727679	CID_1326628	6	7	34727649	33	IFNAR1	CDS
chr21	34799193	34799339	CID_1869966	37	+	69	34799255	chr21	34799191	34799337	CID_1326677	23	42	34799255	144	IFNGR2	CDS
chr21	34804485	34804539	CID_1869970	6	+	7	34804517	chr21	34804485	34804548	CID_1326681	12	13	34804517	54	IFNGR2	CDS
chr21	34809492	34809531	CID_1869986	4	+	7	34809504	chr21	34809501	34809542	CID_1326689	3	6	34809511	30	IFNGR2	UTR3
chr21	34828034	34828082	CID_1870013	8	-	13	34828050	chr21	34828034	34828072	CID_1326709	4	5	34828050	38	TMEM50B	CDS
chr21	34832719	34832803	CID_1870017	15	-	23	34832749	chr21	34832749	34832803	CID_1326716	21	24	34832756	54	TMEM50B	CDS
chr21	34839316	34839359	CID_1870023	8	-	12	34839329	chr21	34839316	34839366	CID_1326719	10	13	34839328	43	TMEM50B	CDS
chr21	34877867	34877924	CID_1870085	8	-	11	34877883	chr21	34877868	34877911	CID_1326768	3	7	34877892	43	GART	CDS
chr21	34882121	34882157	CID_1870092	2	-	6	34882132	chr21	34882121	34882157	CID_1326775	3	10	34882134	36	GART	CDS
chr21	34889671	34889738	CID_1870099	15	-	20	34889705	chr21	34889664	34889736	CID_1326785	8	16	34889705	65	GART	CDS
chr21	34889834	34889891	CID_1870103	13	-	19	34889855	chr21	34889850	34889900	CID_1326788	6	6	34889855	41	GART	CDS
chr21	34896960	34897013	CID_1870119	11	-	13	34896994	chr21	34896968	34897013	CID_1326805	4	7	34896990	45	GART	UTR3
chr21	34900530	34900586	CID_1870129	9	-	13	34900564	chr21	34900530	34900602	CID_1326812	5	9	34900568	56	GART	CDS
chr21	34900617	34900641	CID_1870130	13	-	21	34900636	chr21	34900619	34900640	CID_1326813	4	6	34900636	21	GART	CDS
chr21	34900824	34900873	CID_1870132	6	-	8	34900850	chr21	34900833	34900878	CID_1326814	4	5	34900850	40	GART	CDS
chr21	34906887	34906972	CID_1870141	9	-	21	34906930	chr21	34906910	34906964	CID_1326826	3	5	34906922	54	GART	CDS
chr21	34907582	34907626	CID_1870147	10	-	13	34907612	chr21	34907564	34907626	CID_1326830	10	12	34907612	44	GART	CDS
chr21	34924763	34924832	CID_1870209	7	+	10	34924797	chr21	34924780	34924882	CID_1326877	6	6	34924789	52	SON	CDS
chr21	34955897	34955937	CID_1870317	10	-	18	34955925	chr21	34955897	34955971	CID_1326951	15	27	34955925	40	DONSON	CDS
chr21	34956944	34957074	CID_1870320	24	-	39	34956975	chr21	34956954	34957073	CID_1326954	17	20	34956975	119	DONSON	stop
chr21	34960770	34960813	CID_1870326	10	-	12	34960775	chr21	34960770	34960799	CID_1326965	6	6	34960774	29	DONSON	CDS
chr21	35276270	35276312	CID_1870627	11	-	12	35276289	chr21	35276239	35276312	CID_1327171	17	20	35276289	42	ATP5O	CDS
chr21	35279664	35279752	CID_1870628	10	-	14	35279698	chr21	35279693	35279752	CID_1327175	11	16	35279707	59	ATP5O	CDS
chr21	35281390	35281413	CID_1870629	5	-	7	35281392	chr21	35281390	35281418	CID_1327176	7	8	35281392	23	ATP5O	CDS
chr21	35284595	35284703	CID_1870636	30	-	37	35284687	chr21	35284595	35284703	CID_1327180	10	18	35284687	108	ATP5O	start
chr21	35286765	35286804	CID_1870638	6	-	6	35286768	chr21	35286757	35286799	CID_1327181	7	9	35286769	34	ATP5O	CDS
chr21	35469238	35469271	CID_1870815	19	+	20	35469253	chr21	35469237	35469271	CID_1327325	8	9	35469253	33	SLC5A3	CDS
chr21	37443329	37443355	CID_1872609	6	+	8	37443331	chr21	37443329	37443355	CID_1328583	6	9	37443331	26	CBR1	CDS
chr21	37783766	37783892	CID_1872948	31	+	42	37783857	chr21	37783815	37783892	CID_1328835	5	11	37783857	77	CHAF1B	CDS
chr21	38302554	38302597	CID_1873579	13	-	17	38302572	chr21	38302566	38302591	CID_1329269	4	6	38302581	25	HLCS	CDS
chr21	38441860	38441924	CID_1873732	14	-	16	38441889	chr21	38441855	38441922	CID_1329383	13	20	38441889	62	PIGP	CDS
chr21	38574775	38574811	CID_1873888	8	+	16	38574783	chr21	38574775	38574811	CID_1329484	9	19	38574783	36	TTC3	UTR3
chr21	38575185	38575235	CID_1873891	15	+	19	38575194	chr21	38575191	38575233	CID_1329486	11	12	38575194	42	TTC3	UTR3
chr21	38884473	38884618	CID_1874198	12	+	24	38884545	chr21	38884495	38884568	CID_1329727	4	7	38884545	73	DYRK1A	UTR3
chr21	40550415	40550573	CID_1875781	50	-	96	40550478	chr21	40550445	40550540	CID_1330825	15	44	40550478	95	PSMG1	CDS
chr21	40762639	40762665	CID_1876022	5	+	7	40762659	chr21	40762627	40762665	CID_1331016	6	8	40762659	26	WRB	CDS
chr21	40765093	40765198	CID_1876031	33	+	48	40765157	chr21	40765089	40765200	CID_1331024	26	42	40765157	105	WRB	CDS
chr21	40768789	40768821	CID_1876032	9	+	11	40768798	chr21	40768789	40768821	CID_1331028	6	7	40768798	32	WRB	CDS
chr21	40768834	40768886	CID_1876033	7	+	8	40768843	chr21	40768826	40768861	CID_1331029	4	5	40768842	27	WRB	stop
chr21	40768892	40768938	CID_1876034	30	+	42	40768904	chr21	40768892	40768961	CID_1331031	24	43	40768905	46	WRB	UTR3
chr21	42609520	42609616	CID_1877532	49	+	57	42609555	chr21	42609478	42609636	CID_1332081	26	38	42609551	96	BACE2	CDS
chr21	42615400	42615437	CID_1877545	7	+	7	42615423	chr21	42615393	42615437	CID_1332088	4	5	42615418	37	BACE2	CDS
chr21	42622733	42622828	CID_1877555	83	+	109	42622756	chr21	42622686	42622787	CID_1332100	62	83	42622756	54	BACE2	CDS
chr21	42629129	42629235	CID_1877567	22	+	27	42629143	chr21	42629085	42629208	CID_1332111	19	21	42629143	79	BACE2	CDS
chr21	42647310	42647358	CID_1877583	6	+	8	42647324	chr21	42647303	42647358	CID_1332118	6	7	42647325	48	BACE2	stop
chr21	42647378	42647498	CID_1877584	13	+	20	42647445	chr21	42647417	42647490	CID_1332120	5	16	42647438	73	BACE2	UTR3
chr21	42647870	42647912	CID_1877587	14	+	16	42647891	chr21	42647870	42647912	CID_1332125	12	13	42647889	42	BACE2	UTR3
chr21	43411238	43411285	CID_1878476	50	-	57	43411244	chr21	43411226	43411280	CID_1332733	20	32	43411246	42	ZBTB21	CDS
chr21	43711613	43711704	CID_1878889	4	+	9	43711620	chr21	43711608	43711661	CID_1333051	5	7	43711620	48	ABCG1	CDS
chr21	43711707	43711769	CID_1878891	2	+	9	43711734	chr21	43711676	43711757	CID_1333054	4	7	43711734	50	ABCG1	CDS
chr21	44293679	44293711	CID_1879699	5	-	5	44293696	chr21	44293669	44293715	CID_1333639	2	5	44293694	32	WDR4	CDS
chr21	44328992	44329205	CID_1879754	65	+	96	44329075	chr21	44328976	44329124	CID_1333687	37	54	44329075	132	NDUFV3	stop
chr21	44515553	44515619	CID_1880039	10	-	13	44515581	chr21	44515567	44515622	CID_1333916	4	8	44515581	52	U2AF1	CDS
chr21	44520537	44520629	CID_1880052	180	-	261	44520587	chr21	44520565	44520648	CID_1333922	97	145	44520587	64	U2AF1	UTR5
chr21	44521475	44521542	CID_1880053	34	-	45	44521518	chr21	44521474	44521542	CID_1333926	14	17	44521512	67	U2AF1	UTR5
chr21	45193867	45193967	CID_1881035	237	-	312	45193931	chr21	45193867	45194007	CID_1334649	167	212	45193931	100	CSTB	UTR3
chr21	45194053	45194208	CID_1881038	131	-	206	45194140	chr21	45194112	45194208	CID_1334651	63	106	45194140	96	CSTB	stop
chr21	45194539	45194615	CID_1881041	25	-	35	45194546	chr21	45194539	45194607	CID_1334653	15	17	45194545	68	CSTB	CDS
chr21	45212564	45212603	CID_1881069	8	+	10	45212572	chr21	45212564	45212603	CID_1334677	5	5	45212569	39	RRP1	CDS
chr21	45389020	45389116	CID_1881428	25	+	31	45389035	chr21	45389001	45389127	CID_1334927	16	19	45389035	96	AGPAT3	CDS
chr21	45547823	45547914	CID_1881755	11	+	20	45547860	chr21	45547825	45547914	CID_1335173	3	12	45547853	89	PWP2	CDS
chr21	45548181	45548270	CID_1881758	11	+	30	45548219	chr21	45548188	45548252	CID_1335178	7	11	45548219	64	PWP2	CDS
chr21	45553643	45553697	CID_1881783	3	+	6	45553662	chr21	45553651	45553698	CID_1335188	3	6	45553662	46	C21orf33	CDS
chr21	45732866	45732968	CID_1882161	5	+	9	45732892	chr21	45732875	45732984	CID_1335453	8	14	45732892	93	PFKL	CDS
chr21	46191047	46191115	CID_1882934	8	-	10	46191087	chr21	46191047	46191171	CID_1336007	14	18	46191087	68	UBE2G2	UTR3
chr21	46226095	46226156	CID_1882997	9	-	11	46226120	chr21	46226095	46226154	CID_1336057	4	7	46226120	59	SUMO3	UTR3
chr21	46276108	46276179	CID_1883119	4	-	6	46276146	chr21	46276108	46276154	CID_1336144	1	5	46276142	46	PTTG1IP	CDS
chr21	46276204	46276280	CID_1883121	29	-	36	46276217	chr21	46276160	46276277	CID_1336145	10	17	46276217	73	PTTG1IP	CDS
chr21	46281080	46281184	CID_1883130	30	-	37	46281120	chr21	46281106	46281175	CID_1336156	12	19	46281114	69	PTTG1IP	CDS
chr21	46685481	46685549	CID_1883796	10	-	16	46685504	chr21	46685487	46685549	CID_1336648	5	9	46685504	62	POFUT2	UTR3
chr21	46705614	46705737	CID_1883839	29	-	39	46705632	chr21	46705620	46705790	CID_1336683	20	35	46705638	117	POFUT2	CDS
chr21	46888604	46888689	CID_1884183	3	+	7	46888615	chr21	46888611	46888689	CID_1336954	4	6	46888619	78	COL18A1	CDS
chr21	46900621	46900671	CID_1884218	4	+	6	46900651	chr21	46900625	46900673	CID_1336978	5	11	46900651	46	COL18A1	CDS
chr21	46930016	46930126	CID_1884315	16	+	28	46930041	chr21	46930025	46930126	CID_1337036	18	29	46930049	101	COL18A1	CDS
chr21	46932255	46932326	CID_1884323	4	+	8	46932295	chr21	46932284	46932327	CID_1337047	2	5	46932303	42	COL18A1	stop
chr21	46935684	46935798	CID_1884350	40	-	56	46935777	chr21	46935684	46935807	CID_1337077	10	31	46935777	114	SLC19A1	CDS
chr21	46951562	46952050	CID_1884381	559	-	999	46951843	chr21	46951313	46952052	CID_1337101	335	590	46951843	488	SLC19A1	CDS
chr21	47406471	47406600	CID_1885043	19	+	31	47406569	chr21	47406511	47406600	CID_1337565	16	24	47406569	89	COL6A1	CDS
chr21	47406859	47406931	CID_1885044	27	+	40	47406905	chr21	47406859	47406983	CID_1337567	25	35	47406906	72	COL6A1	CDS
chr21	47410301	47410333	CID_1885066	7	+	10	47410322	chr21	47410302	47410336	CID_1337583	7	9	47410322	31	COL6A1	CDS
chr21	47410711	47410738	CID_1885068	2	+	6	47410716	chr21	47410693	47410738	CID_1337584	6	8	47410708	27	COL6A1	CDS
chr21	47411930	47411990	CID_1885071	8	+	14	47411974	chr21	47411926	47411984	CID_1337587	6	13	47411974	54	COL6A1	CDS
chr21	47418042	47418087	CID_1885088	6	+	10	47418057	chr21	47418036	47418087	CID_1337608	6	8	47418057	45	COL6A1	CDS
chr21	47418314	47418348	CID_1885091	7	+	8	47418342	chr21	47418315	47418348	CID_1337611	3	6	47418342	33	COL6A1	CDS
chr21	47418813	47418868	CID_1885093	29	+	82	47418832	chr21	47418817	47418871	CID_1337613	13	64	47418832	51	COL6A1	CDS
chr21	47420243	47420277	CID_1885105	6	+	13	47420257	chr21	47420246	47420277	CID_1337620	2	5	47420247	31	COL6A1	CDS
chr21	47421167	47421300	CID_1885108	32	+	79	47421184	chr21	47421167	47421300	CID_1337623	33	56	47421193	133	COL6A1	CDS
chr21	47422441	47422624	CID_1885113	28	+	71	47422456	chr21	47422441	47422624	CID_1337628	61	83	47422450	183	COL6A1	CDS
chr21	47423307	47423405	CID_1885115	30	+	60	47423312	chr21	47423307	47423435	CID_1337632	44	77	47423312	98	COL6A1	CDS
chr21	47423689	47423810	CID_1885120	24	+	32	47423793	chr21	47423694	47423835	CID_1337635	21	26	47423793	116	COL6A1	CDS
chr21	47423820	47423989	CID_1885121	21	+	36	47423856	chr21	47423843	47423936	CID_1337636	13	16	47423854	93	COL6A1	stop
chr21	47533924	47533977	CID_1885300	5	+	10	47533946	chr21	47533939	47533982	CID_1337769	5	8	47533946	38	COL6A2	CDS
chr21	47536569	47536591	CID_1885306	2	+	5	47536571	chr21	47536565	47536591	CID_1337774	4	8	47536570	22	COL6A2	CDS
chr21	47542020	47542073	CID_1885327	2	+	7	47542042	chr21	47542026	47542064	CID_1337789	3	5	47542043	38	COL6A2	CDS
chr21	47542787	47542827	CID_1885328	6	+	7	47542804	chr21	47542787	47542839	CID_1337791	5	8	47542804	40	COL6A2	CDS
chr21	47546038	47546066	CID_1885340	17	+	20	47546045	chr21	47546029	47546072	CID_1337804	14	16	47546045	28	COL6A2	CDS
