gene_name	gene_id	annotation	tc_CDS	uniq_reads_CDS	cluster_count_CDS	tc_UTR3	uniq_reads_UTR3	cluster_count_UTR3	tc_UTR5	uniq_reads_UTR5	cluster_count_UTR5	tc_transcript	uniq_transcript	cluster_count_transcript
USO1	ENSG00000138768.10	protein_coding	19.5	27.5	4	NA	NA	NA	NA	NA	NA	19.5	27.5	4
VPS35	ENSG00000069329.11	protein_coding	9	11.5	1	NA	NA	NA	NA	NA	NA	19.5	26	2
VWA9	ENSG00000138614.10	protein_coding	9	28.5	1	10.5	12	1	NA	NA	NA	19.5	40.5	2
WDR45	ENSG00000196998.11	protein_coding	19.5	32	1	NA	NA	NA	NA	NA	NA	19.5	32	1
XPNPEP3	ENSG00000196236.8	protein_coding	4.5	5	1	15	18.5	1	NA	NA	NA	19.5	23.5	2
AKAP12	ENSG00000131016.12	protein_coding	NA	NA	NA	19	21	1	NA	NA	NA	19	21	1
BASP1	ENSG00000176788.7	protein_coding	NA	NA	NA	19	23.5	1	NA	NA	NA	19	23.5	1
CASC3	ENSG00000108349.10	protein_coding	NA	NA	NA	19	25.5	2	NA	NA	NA	19	25.5	2
CDC37	ENSG00000105401.2	protein_coding	19	25	2	NA	NA	NA	NA	NA	NA	19	25	2
CIB1	ENSG00000185043.6	protein_coding	10	12.5	1	9	12.5	1	NA	NA	NA	19	25	2
DRAM1	ENSG00000136048.9	protein_coding	19	28	1	NA	NA	NA	NA	NA	NA	19	28	1
EBNA1BP2	ENSG00000117395.6	protein_coding	10	12	1	9	12.5	1	NA	NA	NA	19	24.5	2
ECI2	ENSG00000198721.8	protein_coding	19	23.5	2	NA	NA	NA	NA	NA	NA	19	23.5	2
ERCC1	ENSG00000012061.11	protein_coding	10.5	16.5	1	NA	NA	NA	NA	NA	NA	19	28.5	3
GATA6	ENSG00000141448.4	protein_coding	19	29	1	NA	NA	NA	NA	NA	NA	19	29	1
GPR161	ENSG00000143147.10	protein_coding	19	28	2	NA	NA	NA	NA	NA	NA	19	28	2
HECTD3	ENSG00000126107.10	protein_coding	NA	NA	NA	19	21	1	NA	NA	NA	19	21	1
IDH3B	ENSG00000101365.16	protein_coding	NA	NA	NA	11.5	13.5	1	NA	NA	NA	19	21.5	2
MAPKAPK2	ENSG00000266641.1	protein_coding	12.5	17.5	1	6.5	7.5	1	NA	NA	NA	19	25	2
MGAT4B	ENSG00000161013.12	protein_coding	19	28.5	2	NA	NA	NA	NA	NA	NA	19	28.5	2
NAGA	ENSG00000198951.7	protein_coding	19	35	1	NA	NA	NA	NA	NA	NA	19	35	1
NFIB	ENSG00000147862.10	protein_coding	13.5	20.5	1	5.5	6.5	1	NA	NA	NA	19	27	2
NHLRC3	ENSG00000188811.8	protein_coding	NA	NA	NA	5.5	7	1	13.5	16	1	19	23	2
PCDHGB4	ENSG00000253953.1	protein_coding	19	23.5	2	NA	NA	NA	NA	NA	NA	19	23.5	2
PCGF2	ENSG00000056661.9	protein_coding	NA	NA	NA	19	28	1	NA	NA	NA	19	28	1
PCSK5	ENSG00000099139.9	protein_coding	19	26.5	3	NA	NA	NA	NA	NA	NA	19	26.5	3
PPIL1	ENSG00000137168.7	protein_coding	9.5	11.5	1	9.5	11.5	1	NA	NA	NA	19	23	2
PRKAR1A	ENSG00000108946.10	protein_coding	16.5	22	2	2.5	6.5	1	NA	NA	NA	19	28.5	3
PSMA2	ENSG00000256646.3	protein_coding	NA	NA	NA	19	27.5	1	NA	NA	NA	19	27.5	1
RAPGEF1	ENSG00000107263.14	protein_coding	15.5	22.5	2	3.5	8	1	NA	NA	NA	19	30.5	3
RELA	ENSG00000173039.14	protein_coding	19	28.5	1	NA	NA	NA	NA	NA	NA	19	28.5	1
RPP30	ENSG00000148688.9	protein_coding	10	16.5	1	NA	NA	NA	NA	NA	NA	19	27	2
SERINC2	ENSG00000260384.1	protein_coding	19	26	1	NA	NA	NA	NA	NA	NA	19	26	1
SLK	ENSG00000065613.9	protein_coding	13	15.5	2	6	8	1	NA	NA	NA	19	23.5	3
SMPDL3B	ENSG00000130768.10	protein_coding	15.5	22	2	3.5	24.5	1	NA	NA	NA	19	46.5	3
SPG21	ENSG00000090487.6	protein_coding	2.5	6	1	NA	NA	NA	16.5	21.5	2	19	27.5	3
SUPT4H1	ENSG00000213246.2	protein_coding	NA	NA	NA	5.5	7	1	NA	NA	NA	19	27	3
SYT11	ENSG00000132718.7	protein_coding	NA	NA	NA	12	13	1	NA	NA	NA	19	20.5	2
TARS2	ENSG00000143374.10	protein_coding	NA	NA	NA	14.5	17.5	1	NA	NA	NA	19	26	2
UBR5	ENSG00000104517.8	protein_coding	19	25.5	2	NA	NA	NA	NA	NA	NA	19	25.5	2
UHRF1BP1	ENSG00000065060.12	protein_coding	NA	NA	NA	19	21	1	NA	NA	NA	19	21	1
VTA1	ENSG00000009844.11	protein_coding	19	25	1	NA	NA	NA	NA	NA	NA	19	25	1
ZDHHC16	ENSG00000171307.14	protein_coding	19	27	2	NA	NA	NA	NA	NA	NA	19	27	2
ZDHHC5	ENSG00000156599.6	protein_coding	4.5	5	1	NA	NA	NA	14.5	26.5	2	19	31.5	3
AKIRIN2	ENSG00000135334.8	protein_coding	18.5	28	2	NA	NA	NA	NA	NA	NA	18.5	28	2
CASK	ENSG00000147044.16	protein_coding	18.5	25.5	2	NA	NA	NA	NA	NA	NA	18.5	25.5	2
CDK2	ENSG00000123374.6	protein_coding	15.5	28	2	3	5.5	1	NA	NA	NA	18.5	33.5	3
CLTA	ENSG00000122705.12	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	25	1
CTNND1	ENSG00000198561.8	protein_coding	13	18.5	2	NA	NA	NA	5.5	6.5	1	18.5	25	3
CUL4B	ENSG00000158290.12	protein_coding	18.5	21.5	1	NA	NA	NA	NA	NA	NA	18.5	21.5	1
DDX52	ENSG00000141141.10	protein_coding	11.5	18	2	7	7	1	NA	NA	NA	18.5	25	3
DHPS	ENSG00000095059.11	protein_coding	18.5	26	2	NA	NA	NA	NA	NA	NA	18.5	26	2
DLG3	ENSG00000082458.7	protein_coding	NA	NA	NA	18.5	23	1	NA	NA	NA	18.5	23	1
DOLK	ENSG00000175283.7	protein_coding	18.5	33	2	NA	NA	NA	NA	NA	NA	18.5	33	2
DPP9	ENSG00000142002.12	protein_coding	18.5	29	3	NA	NA	NA	NA	NA	NA	18.5	29	3
E2F4	ENSG00000205250.4	protein_coding	18.5	27.5	2	NA	NA	NA	NA	NA	NA	18.5	27.5	2
EEF1A2	ENSG00000101210.6	protein_coding	18.5	23	2	NA	NA	NA	NA	NA	NA	18.5	23	2
GTF2H3	ENSG00000111358.9	protein_coding	8.5	15	2	NA	NA	NA	NA	NA	NA	18.5	30	3
IGF2BP3	ENSG00000136231.9	protein_coding	NA	NA	NA	13	16.5	1	NA	NA	NA	18.5	26.5	2
ITPRIP	ENSG00000148841.11	protein_coding	18.5	38	2	NA	NA	NA	NA	NA	NA	18.5	38	2
KCTD20	ENSG00000112078.9	protein_coding	2.5	5.5	1	NA	NA	NA	16	20	1	18.5	25.5	2
KPNA3	ENSG00000102753.5	protein_coding	NA	NA	NA	18.5	24	1	NA	NA	NA	18.5	24	1
MBNL1	ENSG00000152601.13	protein_coding	4	6.5	1	NA	NA	NA	14.5	24.5	1	18.5	31	2
MRS2	ENSG00000124532.10	protein_coding	NA	NA	NA	NA	NA	NA	18.5	26	1	18.5	26	1
NDST1	ENSG00000070614.10	protein_coding	18.5	46	2	NA	NA	NA	NA	NA	NA	18.5	46	2
NSG1	ENSG00000168824.10	protein_coding	18.5	26	1	NA	NA	NA	NA	NA	NA	18.5	26	1
NT5C3A	ENSG00000122643.14	protein_coding	18.5	23.5	2	NA	NA	NA	NA	NA	NA	18.5	23.5	2
POMT2	ENSG00000009830.7	protein_coding	18.5	27.5	1	NA	NA	NA	NA	NA	NA	18.5	27.5	1
PPP2R4	ENSG00000119383.15	protein_coding	11	17.5	2	NA	NA	NA	NA	NA	NA	18.5	25.5	3
RBL1	ENSG00000080839.7	protein_coding	18.5	24	1	NA	NA	NA	NA	NA	NA	18.5	24	1
RNF11	ENSG00000123091.4	protein_coding	NA	NA	NA	17.5	20	1	1	8.5	1	18.5	28.5	2
RP4-559A3.7	ENSG00000255835.1	protein_coding	18.5	19.5	1	NA	NA	NA	NA	NA	NA	18.5	19.5	1
SLC16A9	ENSG00000165449.7	protein_coding	18.5	27.5	3	NA	NA	NA	NA	NA	NA	18.5	27.5	3
STIM2	ENSG00000109689.10	protein_coding	18.5	37	2	NA	NA	NA	NA	NA	NA	18.5	37	2
SUMF2	ENSG00000129103.13	protein_coding	6.5	9	1	NA	NA	NA	4	5.5	1	18.5	25.5	3
TET1	ENSG00000138336.8	protein_coding	18.5	20	1	NA	NA	NA	NA	NA	NA	18.5	20	1
TMEM234	ENSG00000160055.15	protein_coding	18.5	39	1	NA	NA	NA	NA	NA	NA	18.5	39	1
WDR36	ENSG00000134987.7	protein_coding	18.5	27	2	NA	NA	NA	NA	NA	NA	18.5	27	2
ZWINT	ENSG00000122952.12	protein_coding	5	7.5	1	13.5	18.5	1	NA	NA	NA	18.5	26	2
C19orf54	ENSG00000188493.10	protein_coding	NA	NA	NA	6.5	10	2	11.5	18.5	2	18	28.5	4
CDK12	ENSG00000167258.9	protein_coding	18	22	1	NA	NA	NA	NA	NA	NA	18	22	1
CHAF1B	ENSG00000159259.7	protein_coding	18	26.5	1	NA	NA	NA	NA	NA	NA	18	26.5	1
CHST11	ENSG00000171310.6	protein_coding	18	24.5	1	NA	NA	NA	NA	NA	NA	18	24.5	1
DDAH1	ENSG00000153904.14	protein_coding	10.5	14.5	1	7.5	12	2	NA	NA	NA	18	26.5	3
DDX42	ENSG00000198231.8	protein_coding	18	23.5	2	NA	NA	NA	NA	NA	NA	18	23.5	2
DEPDC1	ENSG00000024526.12	protein_coding	18	21.5	1	NA	NA	NA	NA	NA	NA	18	21.5	1
DUSP3	ENSG00000108861.4	protein_coding	18	23.5	1	NA	NA	NA	NA	NA	NA	18	23.5	1
ENPP4	ENSG00000001561.6	protein_coding	18	32	3	NA	NA	NA	NA	NA	NA	18	32	3
EXTL3	ENSG00000012232.4	protein_coding	18	24.5	3	NA	NA	NA	NA	NA	NA	18	24.5	3
FZD6	ENSG00000164930.7	protein_coding	18	23	1	NA	NA	NA	NA	NA	NA	18	23	1
GALNT6	ENSG00000139629.11	protein_coding	18	30.5	2	NA	NA	NA	NA	NA	NA	18	30.5	2
IDH3G	ENSG00000067829.14	protein_coding	18	21.5	1	NA	NA	NA	NA	NA	NA	18	21.5	1
MAT2A	ENSG00000168906.8	protein_coding	11	18.5	1	7	8.5	1	NA	NA	NA	18	27	2
NCBP2	ENSG00000114503.6	protein_coding	NA	NA	NA	8	10	1	10	15	1	18	25	2
NNT	ENSG00000112992.12	protein_coding	18	24	1	NA	NA	NA	NA	NA	NA	18	24	1
NXN	ENSG00000167693.12	protein_coding	NA	NA	NA	NA	NA	NA	18	26	1	18	26	1
PPP3R1	ENSG00000221823.6	protein_coding	NA	NA	NA	8.5	10.5	1	9.5	12.5	1	18	23	2
PRICKLE3	ENSG00000012211.8	protein_coding	NA	NA	NA	18	18.5	1	NA	NA	NA	18	18.5	1
PSMD10	ENSG00000101843.14	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	24	1
QRFPR	ENSG00000186867.6	protein_coding	18	41.5	1	NA	NA	NA	NA	NA	NA	18	41.5	1
QSER1	ENSG00000060749.10	protein_coding	18	29.5	3	NA	NA	NA	NA	NA	NA	18	29.5	3
RASGRF2	ENSG00000113319.7	protein_coding	18	26	1	NA	NA	NA	NA	NA	NA	18	26	1
RP1-170O19.20	ENSG00000257184.2	protein_coding	NA	NA	NA	18	20	1	NA	NA	NA	18	20	1
SLC10A4	ENSG00000145248.6	protein_coding	18	23	2	NA	NA	NA	NA	NA	NA	18	23	2
TMEM106C	ENSG00000134291.7	protein_coding	18	21.5	1	NA	NA	NA	NA	NA	NA	18	21.5	1
TMEM256	ENSG00000205544.3	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	24.5	1
TRPC4AP	ENSG00000100991.7	protein_coding	18	39.5	1	NA	NA	NA	NA	NA	NA	18	39.5	1
USP46	ENSG00000109189.8	protein_coding	13.5	17.5	1	NA	NA	NA	NA	NA	NA	18	22.5	2
USP5	ENSG00000268462.1	protein_coding	18	44	3	NA	NA	NA	NA	NA	NA	18	44	3
VPS4B	ENSG00000119541.5	protein_coding	18	24.5	1	NA	NA	NA	NA	NA	NA	18	24.5	1
ZDHHC6	ENSG00000023041.7	protein_coding	18	26	2	NA	NA	NA	NA	NA	NA	18	26	2
B3GALTL	ENSG00000187676.7	protein_coding	17.5	27	3	NA	NA	NA	NA	NA	NA	17.5	27	3
BTN3A2	ENSG00000186470.9	protein_coding	NA	NA	NA	NA	NA	NA	17.5	22.5	1	17.5	22.5	1
CCT6A	ENSG00000146731.6	protein_coding	17.5	26.5	1	NA	NA	NA	NA	NA	NA	17.5	26.5	1
CMPK1	ENSG00000162368.9	protein_coding	17.5	21.5	1	NA	NA	NA	NA	NA	NA	17.5	21.5	1
CXorf38	ENSG00000185753.8	protein_coding	NA	NA	NA	17.5	28.5	1	NA	NA	NA	17.5	28.5	1
DBT	ENSG00000137992.10	protein_coding	17.5	21	2	NA	NA	NA	NA	NA	NA	17.5	21	2
DGUOK	ENSG00000114956.15	protein_coding	NA	NA	NA	17.5	22.5	1	NA	NA	NA	17.5	22.5	1
ENTPD7	ENSG00000198018.6	protein_coding	12.5	22	1	5	6.5	1	NA	NA	NA	17.5	28.5	2
EXOSC5	ENSG00000077348.4	protein_coding	11	13	1	6.5	11	1	NA	NA	NA	17.5	24	2
FAM199X	ENSG00000123575.8	protein_coding	7.5	14	1	10	11	1	NA	NA	NA	17.5	25	2
GALNT10	ENSG00000164574.11	protein_coding	17.5	27.5	2	NA	NA	NA	NA	NA	NA	17.5	27.5	2
GTF3C5	ENSG00000148308.13	protein_coding	11.5	14	2	6	6	1	NA	NA	NA	17.5	20	3
HTATIP2	ENSG00000109854.9	protein_coding	17.5	22	2	NA	NA	NA	NA	NA	NA	17.5	22	2
LRRC40	ENSG00000066557.5	protein_coding	17.5	23	2	NA	NA	NA	NA	NA	NA	17.5	23	2
NR2F2	ENSG00000185551.8	protein_coding	17.5	27	1	NA	NA	NA	NA	NA	NA	17.5	27	1
NT5C2	ENSG00000076685.14	protein_coding	17.5	28.5	3	NA	NA	NA	NA	NA	NA	17.5	28.5	3
PIK3R2	ENSG00000105647.10	protein_coding	NA	NA	NA	17.5	26	1	NA	NA	NA	17.5	26	1
RALA	ENSG00000006451.3	protein_coding	NA	NA	NA	NA	NA	NA	3.5	7	1	17.5	29.5	2
RBM23	ENSG00000100461.13	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5	25	1
ROR2	ENSG00000169071.10	protein_coding	17.5	32	2	NA	NA	NA	NA	NA	NA	17.5	32	2
SLC19A2	ENSG00000117479.8	protein_coding	17.5	24	2	NA	NA	NA	NA	NA	NA	17.5	24	2
SLC1A1	ENSG00000106688.7	protein_coding	17.5	25.5	3	NA	NA	NA	NA	NA	NA	17.5	25.5	3
SMG1	ENSG00000157106.12	protein_coding	17.5	23.5	1	NA	NA	NA	NA	NA	NA	17.5	23.5	1
VCL	ENSG00000035403.12	protein_coding	13	42	3	4.5	7.5	1	NA	NA	NA	17.5	49.5	4
ANXA11	ENSG00000122359.13	protein_coding	9	15.5	2	8	11	1	NA	NA	NA	17	26.5	3
C12orf75	ENSG00000235162.4	protein_coding	NA	NA	NA	17	20	2	NA	NA	NA	17	20	2
CCDC6	ENSG00000108091.10	protein_coding	17	33.5	1	NA	NA	NA	NA	NA	NA	17	33.5	1
CCNK	ENSG00000090061.13	protein_coding	17	24.5	2	NA	NA	NA	NA	NA	NA	17	24.5	2
COPRS	ENSG00000172301.6	protein_coding	17	28	1	NA	NA	NA	NA	NA	NA	17	28	1
CRYZ	ENSG00000116791.9	protein_coding	NA	NA	NA	6.5	8.5	1	10.5	11	1	17	19.5	2
DPM2	ENSG00000136908.13	protein_coding	NA	NA	NA	17	19	1	NA	NA	NA	17	19	1
EFNB1	ENSG00000090776.5	protein_coding	17	20.5	1	NA	NA	NA	NA	NA	NA	17	20.5	1
HHAT	ENSG00000054392.8	protein_coding	13.5	23.5	1	NA	NA	NA	3.5	6.5	1	17	30	2
IMPAD1	ENSG00000104331.4	protein_coding	3	5	1	14	14.5	1	NA	NA	NA	17	19.5	2
IMPDH1	ENSG00000106348.12	protein_coding	3	5.5	1	14	15	1	NA	NA	NA	17	20.5	2
INCENP	ENSG00000149503.8	protein_coding	17	24.5	2	NA	NA	NA	NA	NA	NA	17	24.5	2
MED25	ENSG00000104973.10	protein_coding	17	20.5	1	NA	NA	NA	NA	NA	NA	17	20.5	1
MGAT5	ENSG00000152127.4	protein_coding	17	24	3	NA	NA	NA	NA	NA	NA	17	24	3
MPLKIP	ENSG00000168303.6	protein_coding	17	25	2	NA	NA	NA	NA	NA	NA	17	25	2
MRPS30	ENSG00000112996.5	protein_coding	17	23	1	NA	NA	NA	NA	NA	NA	17	23	1
NUP88	ENSG00000108559.7	protein_coding	17	20.5	2	NA	NA	NA	NA	NA	NA	17	20.5	2
OXR1	ENSG00000164830.13	protein_coding	NA	NA	NA	NA	NA	NA	17	19.5	1	17	19.5	1
PDK2	ENSG00000005882.7	protein_coding	13	22.5	2	NA	NA	NA	4	7	1	17	29.5	3
POLR1D	ENSG00000186184.11	protein_coding	NA	NA	NA	5.5	6.5	1	NA	NA	NA	17	19	2
RAB8A	ENSG00000167461.7	protein_coding	17	26	1	NA	NA	NA	NA	NA	NA	17	26	1
RABGGTB	ENSG00000137955.11	protein_coding	9.5	12.5	1	NA	NA	NA	7.5	9.5	1	17	22	2
RNF150	ENSG00000170153.6	protein_coding	17	26.5	1	NA	NA	NA	NA	NA	NA	17	26.5	1
SALL2	ENSG00000165821.7	protein_coding	12	18	1	5	6.5	1	NA	NA	NA	17	24.5	2
SIRT2	ENSG00000068903.15	protein_coding	17	29.5	1	NA	NA	NA	NA	NA	NA	17	29.5	1
SLC35A1	ENSG00000164414.12	protein_coding	13	16.5	2	NA	NA	NA	4	6	1	17	22.5	3
ST13	ENSG00000100380.8	protein_coding	4.5	5.5	1	NA	NA	NA	NA	NA	NA	17	31	2
ST6GALNAC3	ENSG00000184005.9	protein_coding	17	26	1	NA	NA	NA	NA	NA	NA	17	26	1
SUB1	ENSG00000113387.7	protein_coding	10.5	15.5	2	6.5	8.5	1	NA	NA	NA	17	24	3
SUMF1	ENSG00000144455.9	protein_coding	17	21	2	NA	NA	NA	NA	NA	NA	17	21	2
TCF25	ENSG00000141002.14	protein_coding	17	24	2	NA	NA	NA	NA	NA	NA	17	24	2
TOMM70A	ENSG00000154174.7	protein_coding	17	28	1	NA	NA	NA	NA	NA	NA	17	28	1
TYW1	ENSG00000198874.8	protein_coding	17	23	2	NA	NA	NA	NA	NA	NA	17	23	2
UBE2Q1	ENSG00000160714.5	protein_coding	NA	NA	NA	9.5	10	1	NA	NA	NA	17	21.5	2
WBSCR22	ENSG00000071462.7	protein_coding	9	16	1	8	9	1	NA	NA	NA	17	25	2
YWHAZ	ENSG00000164924.13	protein_coding	NA	NA	NA	12	16.5	2	5	11	1	17	27.5	3
ADAR	ENSG00000160710.11	protein_coding	7	9	1	9.5	12	1	NA	NA	NA	16.5	21	2
ANP32A	ENSG00000140350.11	protein_coding	16.5	29.5	1	NA	NA	NA	NA	NA	NA	16.5	29.5	1
ATXN2	ENSG00000204842.10	protein_coding	16.5	23.5	1	NA	NA	NA	NA	NA	NA	16.5	23.5	1
B4GALT3	ENSG00000158850.10	protein_coding	10	12	1	NA	NA	NA	6.5	13	1	16.5	25	2
BMP7	ENSG00000101144.8	protein_coding	7.5	8.5	1	9	11	1	NA	NA	NA	16.5	19.5	2
CHD8	ENSG00000100888.8	protein_coding	16.5	20.5	1	NA	NA	NA	NA	NA	NA	16.5	20.5	1
COQ2	ENSG00000173085.9	protein_coding	16.5	21	2	NA	NA	NA	NA	NA	NA	16.5	21	2
COTL1	ENSG00000103187.6	protein_coding	NA	NA	NA	16.5	25.5	1	NA	NA	NA	16.5	25.5	1
CR1L	ENSG00000197721.12	protein_coding	16.5	22.5	2	NA	NA	NA	NA	NA	NA	16.5	22.5	2
CTB-89H12.4	ENSG00000230551.3	processed_transcript	NA	NA	NA	16.5	29	1	NA	NA	NA	16.5	29	1
DCTN4	ENSG00000132912.8	protein_coding	6.5	8	1	10	16.5	1	NA	NA	NA	16.5	24.5	2
DNAJA1	ENSG00000086061.11	protein_coding	16.5	29	1	NA	NA	NA	NA	NA	NA	16.5	29	1
DTYMK	ENSG00000168393.8	protein_coding	5	10.5	1	11.5	16.5	1	NA	NA	NA	16.5	27	2
EXT1	ENSG00000182197.6	protein_coding	16.5	28	2	NA	NA	NA	NA	NA	NA	16.5	28	2
G6PC3	ENSG00000141349.4	protein_coding	16.5	27.5	1	NA	NA	NA	NA	NA	NA	16.5	27.5	1
GUF1	ENSG00000151806.9	protein_coding	8	10.5	1	8.5	8.5	1	NA	NA	NA	16.5	19	2
HAUS6	ENSG00000147874.6	protein_coding	16.5	21.5	1	NA	NA	NA	NA	NA	NA	16.5	21.5	1
IFT52	ENSG00000101052.8	protein_coding	NA	NA	NA	16.5	22.5	1	NA	NA	NA	16.5	22.5	1
IGBP1	ENSG00000089289.11	protein_coding	10	11.5	1	6.5	7.5	1	NA	NA	NA	16.5	19	2
ITGA2	ENSG00000164171.6	protein_coding	16.5	23.5	2	NA	NA	NA	NA	NA	NA	16.5	23.5	2
KAT2A	ENSG00000108773.6	protein_coding	16.5	27	1	NA	NA	NA	NA	NA	NA	16.5	27	1
KIT	ENSG00000157404.11	protein_coding	16.5	23.5	2	NA	NA	NA	NA	NA	NA	16.5	23.5	2
KLC1	ENSG00000126214.16	protein_coding	9.5	17	1	7	9	1	NA	NA	NA	16.5	26	2
MED6	ENSG00000133997.7	protein_coding	13	16.5	1	3.5	7.5	1	NA	NA	NA	16.5	24	2
NAA25	ENSG00000111300.5	protein_coding	16.5	23.5	2	NA	NA	NA	NA	NA	NA	16.5	23.5	2
OCLN	ENSG00000197822.6	protein_coding	12	14.5	1	NA	NA	NA	4.5	9	1	16.5	23.5	2
PCDH9	ENSG00000184226.10	protein_coding	16.5	22.5	1	NA	NA	NA	NA	NA	NA	16.5	22.5	1
PDCD4	ENSG00000150593.11	protein_coding	16.5	48	3	NA	NA	NA	NA	NA	NA	16.5	48	3
PGM3	ENSG00000013375.11	protein_coding	5	6	1	NA	NA	NA	11.5	12.5	1	16.5	18.5	2
PPA2	ENSG00000138777.15	protein_coding	NA	NA	NA	NA	NA	NA	16.5	23.5	1	16.5	23.5	1
PSMD13	ENSG00000185627.13	protein_coding	16.5	22	1	NA	NA	NA	NA	NA	NA	16.5	22	1
RAB2A	ENSG00000104388.10	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	26.5	1
RPL36A	ENSG00000269315.3	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	23	1
SATB2	ENSG00000119042.12	protein_coding	NA	NA	NA	NA	NA	NA	16.5	18.5	1	16.5	18.5	1
SNAP23	ENSG00000092531.5	protein_coding	NA	NA	NA	16.5	19	1	NA	NA	NA	16.5	19	1
SOGA1	ENSG00000149639.10	protein_coding	NA	NA	NA	16.5	19.5	1	NA	NA	NA	16.5	19.5	1
TBCE	ENSG00000116957.8	protein_coding	16.5	21	2	NA	NA	NA	NA	NA	NA	16.5	21	2
TFAM	ENSG00000108064.6	protein_coding	16.5	32	2	NA	NA	NA	NA	NA	NA	16.5	32	2
TP53BP2	ENSG00000143514.12	protein_coding	NA	NA	NA	NA	NA	NA	16.5	24.5	1	16.5	24.5	1
TSC2	ENSG00000103197.12	protein_coding	16.5	19.5	2	NA	NA	NA	NA	NA	NA	16.5	19.5	2
TSG101	ENSG00000074319.8	protein_coding	16.5	21.5	1	NA	NA	NA	NA	NA	NA	16.5	21.5	1
UBIAD1	ENSG00000120942.9	protein_coding	16.5	35.5	1	NA	NA	NA	NA	NA	NA	16.5	35.5	1
VDAC3	ENSG00000078668.9	protein_coding	7	7.5	1	9.5	12	1	NA	NA	NA	16.5	19.5	2
WDR74	ENSG00000133316.11	protein_coding	NA	NA	NA	NA	NA	NA	16.5	56.5	2	16.5	56.5	2
ZC3H7B	ENSG00000100403.10	protein_coding	13.5	20.5	2	3	5	1	NA	NA	NA	16.5	25.5	3
ZNF608	ENSG00000168916.11	protein_coding	NA	NA	NA	NA	NA	NA	16.5	20	1	16.5	20	1
ZNHIT3	ENSG00000108278.7	protein_coding	NA	NA	NA	NA	NA	NA	16.5	27.5	1	16.5	27.5	1
AGPAT5	ENSG00000155189.7	protein_coding	16	21	1	NA	NA	NA	NA	NA	NA	16	21	1
AP3B1	ENSG00000132842.9	protein_coding	16	20	2	NA	NA	NA	NA	NA	NA	16	20	2
ARHGEF7	ENSG00000102606.13	protein_coding	16	20.5	1	NA	NA	NA	NA	NA	NA	16	20.5	1
CCDC167	ENSG00000198937.8	protein_coding	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	26.5	1
CES3	ENSG00000172828.8	protein_coding	16	23	1	NA	NA	NA	NA	NA	NA	16	23	1
CNTNAP1	ENSG00000108797.7	protein_coding	16	19.5	2	NA	NA	NA	NA	NA	NA	16	19.5	2
CRLF1	ENSG00000006016.6	protein_coding	16	24	2	NA	NA	NA	NA	NA	NA	16	24	2
DCDC1	ENSG00000170959.10	protein_coding	16	37.5	1	NA	NA	NA	NA	NA	NA	16	37.5	1
DDX50	ENSG00000107625.8	protein_coding	16	19.5	2	NA	NA	NA	NA	NA	NA	16	19.5	2
DOCK7	ENSG00000116641.11	protein_coding	16	24.5	2	NA	NA	NA	NA	NA	NA	16	24.5	2
EIF2AK1	ENSG00000086232.8	protein_coding	NA	NA	NA	16	19	1	NA	NA	NA	16	19	1
HERC5	ENSG00000138646.4	protein_coding	16	20	1	NA	NA	NA	NA	NA	NA	16	20	1
HOXB9	ENSG00000170689.8	protein_coding	NA	NA	NA	16	23.5	1	NA	NA	NA	16	23.5	1
ITGA4	ENSG00000115232.9	protein_coding	16	29.5	2	NA	NA	NA	NA	NA	NA	16	29.5	2
KARS	ENSG00000065427.10	protein_coding	16	21.5	2	NA	NA	NA	NA	NA	NA	16	21.5	2
LARGE	ENSG00000133424.16	protein_coding	16	24	2	NA	NA	NA	NA	NA	NA	16	24	2
LEMD3	ENSG00000174106.2	protein_coding	16	30.5	1	NA	NA	NA	NA	NA	NA	16	30.5	1
MED12	ENSG00000184634.11	protein_coding	16	19	1	NA	NA	NA	NA	NA	NA	16	19	1
MPC2	ENSG00000143158.6	protein_coding	16	18.5	1	NA	NA	NA	NA	NA	NA	16	18.5	1
MRPL16	ENSG00000166902.4	protein_coding	NA	NA	NA	16	22	1	NA	NA	NA	16	22	1
NDUFA10	ENSG00000130414.7	protein_coding	16	20	2	NA	NA	NA	NA	NA	NA	16	20	2
NPLOC4	ENSG00000182446.9	protein_coding	16	20	1	NA	NA	NA	NA	NA	NA	16	20	1
OMA1	ENSG00000162600.7	protein_coding	16	25	1	NA	NA	NA	NA	NA	NA	16	25	1
PACS1	ENSG00000175115.7	protein_coding	NA	NA	NA	16	18.5	1	NA	NA	NA	16	18.5	1
PPP1R8	ENSG00000117751.13	protein_coding	NA	NA	NA	NA	NA	NA	16	22	1	16	22	1
PWP2	ENSG00000241945.3	protein_coding	16	36.5	2	NA	NA	NA	NA	NA	NA	16	36.5	2
